category,description
entertainment,"“I was still trying to figure out, how does my life look without him in it? It’s been a long time but I feel really good. I’ve processed it all. I’m such at peace,” she said."
entertainment,"As for Farago, Gibelli also apparently reached out to her after the reunion special in an effort to clear the air."
entertainment,"“I did DM her and say like, ‘Hey, hope all is well.’ Like, ‘Hope all is well and good luck,’” Gibelli told Insider this week. “I don’t like having bad energy out there. I’m very karmic like that. So I was like, ‘Let’s just call it what it is and move on,’ because I’ve definitely moved on. To me, DMing her was really me accepting that I’ve moved on so much that it doesn’t even bother me.” "
entertainment,One of the original Rockford Peaches is joining the lineup of Amazon Studios’ “A League of Their Own” reboot series. 
entertainment,"Appearing on the “Everything Iconic with Danny Pellegrino” podcast last week, Rosie O’Donnell confirmed plans to appear on the show in a guest role. "
entertainment,"“I’m playing a bartender in one of the scenes at the local gay bar,” she explained. “I’m shooting it in the upcoming months.” "
entertainment,"O’Donnell made her feature film debut in the original “A League of Their Own,” which was released in 1992 and is regarded as a modern classic. The comedy chronicled the All-American Girls Professional Baseball League, which was founded in 1943, and starred Geena Davis, Tom Hanks and Madonna. "
entertainment,"“I love the ‘Broad City’ women,” she said. “When I was told [Jacobson] was doing ‘League,’ she called me up and said, ‘Ro, would you do it?’ And I said, ‘In a minute.’ Then she sent me the pilot that she did and it was just really beautiful.”"
entertainment,An Amazon representative did not immediately respond to HuffPost’s request for comment on O’Donnell’s involvement in the new series. 
entertainment,"O’Donnell has frequently credited the original “A League of Their Own” with catapulting her to Hollywood fame after years on the standup comedy circuit, as well as fostering her friendship with Madonna. She reiterated that point in her chat with Pellegrino, noting she couldn’t be happier with what she’s seen of the reboot thus far."
entertainment,"Later in the interview, O’Donnell revealed that she’d always seen Doris Murphy ― her role in the original “A League of Their Own” ― as a gay woman, even though the character never identified as a lesbian in the film. "
entertainment,"The series reboot will be co-created by Abbi Jacobson of “Broad City” and is billed as “a reinterpretation” of the original film that “takes a deeper look at race and sexuality,” according to Entertainment Weekly. In addition to Jacobson, the confirmed cast includes Chanté Adams, D’Arcy Carden, Gbemisola Ikumelo and Nick Offerman. "
entertainment,"“She had that speech where she says, ‘I never really felt like a real girl. I always felt like a fake girl, not even a girl, but now there’s a lot of us and I feel like we’re all OK’ — I did that in the bus and [director] Penny Marshall goes, ‘Rosie, do it again. It’s not like a gay thing.’”"
entertainment,"“So I played it the way I played it,” she added. “But again, to me, that was a gay character.”"
entertainment,Listen to Rosie O’Donnell on “Everything Iconic with Danny Pellegrino” below. 
entertainment,"Chrissy Teigen is back on Instagram chronicling her travels, following a return to social media after apologizing for her role in bullying a teenage Courtney Stodden about a decade ago. "
entertainment,"Teigen told followers all about attending a UNICEF Summer gala in Capri, Italy, where her husband, John Legend, performed on Sunday."
entertainment,"The model said it was “trippy” to attend the event, as it was her “first sober Italian getaway.” "
entertainment,"“It was so so trippy being sober at something you typically would have been wasted at,” the 35-year-old said. “That paired with all the crazy hot young models and club dudes and seeing your young self over and over, oh man it was crazy.”"
